city_tag,city_index,city_name,n_nodes,m_edges_multi,m_edges_simple,density_simple,avg_degree_simple,avg_degree_multi,n_components,giant_component_frac,transitivity,mean_distance,median_distance,p90_distance,diameter,modularity_louvain,n_communities_louvain,modularity_infomap,n_communities_infomap,mean_edge_multiplicity,max_edge_multiplicity
89_newcastle-on-tyne,89,newcastle-on-tyne,57,8,8,0.0050125313283208,0.280701754385965,0.280701754385965,49,0.0701754385964912,0,1.66666666666667,1.5,2.9,3,0.71875,49,0.71875,49,1,1
91_osaka,91,osaka,1333,314,301,0.0003390487261455,0.451612903225806,0.471117779444861,1035,0.0195048762190548,0.0403587443946188,6.19692307692308,6,11,15,0.978730919084779,1035,0.971617311067207,1039,1.04318936877076,4
95_paris,95,paris,827,306,252,0.00073781075154223,0.609431680773882,0.740024183796856,594,0.0773881499395405,0.104956268221574,13.0982142857143,12,25,38,0.916509196271101,599,0.875803099017385,618,1.21428571428571,2
99_prague,99,prague,46,16,11,0.0106280193236715,0.478260869565217,0.695652173913044,36,0.195652173913043,0.25,2.63888888888889,2.5,4.90000000000001,6,0.549586776859504,38,0.541322314049587,37,1.45454545454545,2
102_rio-de-janeiro,102,rio-de-janeiro,120,66,51,0.00714285714285714,0.85,1.1,70,0.308333333333333,0,7.54354354354354,7,13,17,0.773548635140331,74,0.769703960015379,76,1.29411764705882,5
103_rome,103,rome,121,22,22,0.00303030303030303,0.363636363636364,0.363636363636364,99,0.0661157024793388,0,2.71428571428571,2.5,5,6,0.78202479338843,100,0.78202479338843,100,1,1
104_salvador,104,salvador,18,15,15,0.0980392156862745,1.66666666666667,1.66666666666667,3,0.888888888888889,0,4.99166666666667,4.5,9.09999999999999,12,0.535555555555556,6,0.54,6,1,1
105_st-petersburg,105,st-petersburg,77,44,39,0.0133287764866712,1.01298701298701,1.14285714285714,38,0.311688311688312,0,4.64492753623188,5,7.90000000000003,10,0.751479289940829,41,0.719592373438527,45,1.12820512820513,2
106_sao-paulo,106,sao-paulo,272,83,80,0.00217060994139353,0.588235294117647,0.610294117647059,194,0.132352941176471,0,7.43492063492064,7,14,20,0.885859375,197,0.87890625,199,1.0375,2
107_shanghai,107,shanghai,528,77,74,0.00053188430797539,0.28030303030303,0.291666666666667,454,0.0208333333333333,0,3.2,3,6,7,0.920745069393718,454,0.910153396639883,456,1.04054054054054,2
108_singapore,108,singapore,286,54,53,0.00130045393203288,0.370629370629371,0.377622377622378,233,0.0909090909090909,0,6.16307692307692,6,12,17,0.814168743325027,237,0.804200783196867,239,1.0188679245283,2
109_sofia,109,sofia,47,24,13,0.0120259019426457,0.553191489361702,1.02127659574468,34,0.25531914893617,0,4.09090909090909,4,8,10,0.582840236686391,36,0.582840236686391,36,1.84615384615385,3
110_stockholm,110,stockholm,60,61,34,0.0192090395480226,1.13333333333333,2.03333333333333,30,0.5,0.166666666666667,5.35632183908046,5,9,13,0.685121107266436,34,0.676470588235294,36,1.79411764705882,5
111_sydney,111,sydney,238,92,53,0.00187923270574052,0.445378151260504,0.773109243697479,192,0.176470588235294,0.0348837209302326,4.94425087108014,5,8,11,0.661089355642577,196,0.674261302954788,200,1.73584905660377,5
113_teheran,113,teheran,163,22,22,0.00166628796485647,0.269938650306748,0.269938650306748,141,0.0306748466257669,0,2,2,3.1,4,0.863636363636364,141,0.863636363636364,141,1,1
114_tokyo,114,tokyo,3715,1064,963,0.000139590404355569,0.518438761776582,0.572812920592194,2763,0.125706594885599,0.00890207715133531,20.2486373390558,20,32,59,0.960838134550545,2777,0.920643778258708,2829,1.1048805815161,3
116_venice,116,venice,16,2,2,0.0166666666666667,0.25,0.25,14,0.1875,0,1.33333333333333,1,2,2,0,14,0,14,1,1
118_vienna,118,vienna,103,64,61,0.0116124119550733,1.18446601941748,1.24271844660194,44,0.58252427184466,0,7.53502824858757,7,12,19,0.720236495565708,51,0.706799247514109,54,1.04918032786885,2
120_warsaw,120,warsaw,44,13,13,0.0137420718816068,0.590909090909091,0.590909090909091,31,0.181818181818182,0,3,3,5.5,7,0.624260355029586,32,0.624260355029586,32,1,1
121_wellington,121,wellington,25,3,3,0.01,0.24,0.24,22,0.16,0,1.5,1.5,2,2,0,22,0,22,1,1
123_monterrey,123,monterrey,2,0,0,0,0,0,2,0.5,,,,,,,,,,,
124_valparaiso,124,valparaiso,85,171,63,0.0176470588235294,1.48235294117647,4.02352941176471,32,0.388235294117647,0.205128205128205,3.72727272727273,4,6,9,0.745653817082388,35,0.72461577223482,38,2.71428571428571,13
126_guadalajara,126,guadalajara,20,2,2,0.0105263157894737,0.2,0.2,18,0.15,0,1.33333333333333,1,2,2,0,18,0,18,1,1
128_albuquerque,128,albuquerque,15,8,8,0.0761904761904762,1.06666666666667,1.06666666666667,7,0.6,0,3.33333333333333,3,6,8,0.3984375,9,0.3671875,8,1,1
131_atlanta,131,atlanta,50,26,17,0.0138775510204082,0.68,1.04,33,0.22,0,4,4,8,10,0.636678200692042,36,0.63840830449827,34,1.52941176470588,2
132_austin,132,austin,15,5,5,0.0476190476190476,0.666666666666667,0.666666666666667,10,0.333333333333333,0,2,2,3.1,4,0.42,11,0.32,10,1,1
134_baltimore,134,baltimore,58,42,42,0.0254083484573503,1.44827586206897,1.44827586206897,16,0.344827586206897,0,6.48947368421053,6,13,17,0.76984126984127,20,0.757369614512471,22,1,1
139_boston,139,boston,396,270,156,0.00199462984273111,0.787878787878788,1.36363636363636,256,0.292929292929293,0.0491803278688525,7.79055472263868,8,12,19,0.803007889546351,264,0.77857905982906,275,1.73076923076923,9
140_buffalo,140,buffalo,15,3,3,0.0285714285714286,0.4,0.4,12,0.266666666666667,0,1.66666666666667,1.5,2.9,3,0.166666666666667,13,0,12,1,1
145_charlotte,145,charlotte,42,6,6,0.00696864111498258,0.285714285714286,0.285714285714286,36,0.0952380952380952,0,1.66666666666667,1.5,2.9,3,0.5,36,0.5,36,1,1
147_chicago,147,chicago,508,149,88,0.000683346534345929,0.346456692913386,0.586614173228346,429,0.122047244094488,0.118421052631579,7.08038075092544,7,12,17,0.81172520661157,436,0.803331611570248,438,1.69318181818182,9
148_cincinnati,148,cincinnati,17,11,11,0.0808823529411765,1.29411764705882,1.29411764705882,6,0.705882352941177,0,4.33333333333333,4,8,11,0.466942148760331,8,0.483471074380165,8,1,1
149_cleveland,149,cleveland,51,17,13,0.0101960784313725,0.509803921568627,0.666666666666667,38,0.274509803921569,0,4.23076923076923,4,8,11,0.505917159763314,41,0.511834319526627,40,1.30769230769231,3
152_dallas,152,dallas,34,19,13,0.0231729055258467,0.764705882352941,1.11764705882353,21,0.147058823529412,0,2,2,3.1,4,0.745562130177515,21,0.745562130177515,21,1.46153846153846,4
153_denver,153,denver,88,47,21,0.0054858934169279,0.477272727272727,1.06818181818182,67,0.113636363636364,0,2.57777777777778,3,4,5,0.738095238095238,68,0.738095238095238,68,2.23809523809524,6
171_honolulu,171,honolulu,9,2,2,0.0555555555555556,0.444444444444444,0.444444444444444,7,0.333333333333333,0,1.33333333333333,1,2,2,0,7,0,7,1,1
173_houston,173,houston,44,18,15,0.0158562367864693,0.681818181818182,0.818181818181818,29,0.204545454545455,0,2.66666666666667,3,4,5,0.617777777777778,31,0.606666666666667,30,1.2,2
179_kansas-city,179,kansas-city,10,6,5,0.111111111111111,1,1.2,5,0.6,0,2.33333333333333,2,4,5,0.3,6,0,5,1.2,2
189_los-angeles,189,los-angeles,270,236,177,0.00487401900041305,1.31111111111111,1.74814814814815,124,0.496296296296296,0.106194690265487,9.57187745483111,9,16,25,0.801286348111973,133,0.767276325449265,145,1.33333333333333,10
193_miami,193,miami,62,59,35,0.0185087255420413,1.12903225806452,1.90322580645161,30,0.5,0.0652173913043478,6.38064516129032,6,11,17,0.655510204081633,34,0.670204081632653,35,1.68571428571429,5
195_minneapolis,195,minneapolis,161,33,26,0.00201863354037267,0.322981366459627,0.409937888198758,136,0.093167701863354,0.103448275862069,3.80952380952381,4,7,9,0.732988165680473,138,0.743343195266272,138,1.26923076923077,2
199_montreal,199,montreal,81,28,28,0.00864197530864198,0.691358024691358,0.691358024691358,53,0.296296296296296,0,6.85144927536232,6,13,18,0.705994897959184,56,0.703443877551021,57,1,1
201_nashville,201,nashville,7,1,1,0.0476190476190476,0.285714285714286,0.285714285714286,6,0.285714285714286,,1,1,1,1,0,6,0,6,1,1
205_new-orleans,205,new-orleans,351,43,40,0.000651200651200651,0.227920227920228,0.245014245014245,311,0.0769230769230769,0,5.54985754985755,5,10,13,0.7740625,315,0.775,315,1.075,2
206_new-york,206,new-york,1341,1064,422,0.000469687357396463,0.62938105891126,1.5868754660701,957,0.258016405667412,0.0131964809384164,13.2405294462595,13,21,34,0.864372992520384,973,0.821471889670043,1003,2.52132701421801,10
209_oklahoma-city,209,oklahoma-city,22,14,9,0.038961038961039,0.818181818181818,1.27272727272727,15,0.363636363636364,0,2.07142857142857,2,3,4,0.191358024691358,18,0,15,1.55555555555556,2
211_ottawa,211,ottawa,15,10,10,0.0952380952380952,1.33333333333333,1.33333333333333,5,0.733333333333333,0,4,4,8,10,0.455,7,0.465,7,1,1
212_philadelphia,212,philadelphia,540,151,84,0.000577200577200577,0.311111111111111,0.559259259259259,458,0.114814814814815,0.0254237288135593,7.45214172395558,7,13,17,0.817743764172336,465,0.810728458049887,468,1.79761904761905,7
213_phoenix,213,phoenix,58,17,17,0.0102843315184513,0.586206896551724,0.586206896551724,41,0.258620689655172,0,4.99047619047619,4,10,13,0.631487889273356,43,0.634948096885813,43,1,1
215_pittsburgh,215,pittsburgh,296,214,115,0.00263398992212552,0.777027027027027,1.44594594594595,198,0.314189189189189,0.0271493212669683,7.67601683029453,7,14,19,0.765406427221172,204,0.750056710775048,211,1.86086956521739,10
217_portland-united-states,217,portland-united-states,170,60,30,0.00208840932822833,0.352941176470588,0.705882352941177,142,0.152941176470588,0,4.75384615384615,5,8,11,0.659444444444444,146,0.624444444444445,145,2,4
220_raleigh,220,raleigh,14,2,2,0.021978021978022,0.285714285714286,0.285714285714286,12,0.142857142857143,,1,1,1,1,0.5,12,0.5,12,1,1
223_richmond,223,richmond,14,1,1,0.010989010989011,0.142857142857143,0.142857142857143,13,0.142857142857143,,1,1,1,1,0,13,0,13,1,1
225_sacramento,225,sacramento,56,23,16,0.0103896103896104,0.571428571428571,0.821428571428571,40,0.303571428571429,0,4.41176470588235,4,8,11,0.548828125,43,0.537109375,42,1.4375,3
227_st-louis,227,st-louis,39,38,27,0.0364372469635628,1.38461538461538,1.94871794871795,12,0.615384615384615,0,7.25724637681159,7,14,20,0.6920438957476,16,0.697530864197531,16,1.40740740740741,2
228_salt-lake-city,228,salt-lake-city,91,19,15,0.00366300366300366,0.32967032967033,0.417582417582418,76,0.164835164835165,0,3.44761904761905,3,6,8,0.571111111111111,79,0.557777777777778,78,1.26666666666667,3
230_san-diego,230,san-diego,88,109,75,0.0195924764890282,1.70454545454545,2.47727272727273,18,0.590909090909091,0.0681818181818182,9.49924585218703,9,16,24,0.801155555555556,23,0.778044444444444,28,1.45333333333333,4
231_san-francisco,231,san-francisco,65,194,60,0.0288461538461538,1.84615384615385,5.96923076923077,27,0.523076923076923,0.243243243243243,3.61497326203209,3,6,9,0.535555555555556,31,0.499027777777778,32,3.23333333333333,21
233_san-juan,233,san-juan,16,10,10,0.0833333333333333,1.25,1.25,6,0.6875,0,4,4,8,10,0.455,8,0.465,8,1,1
235_savannah,235,savannah,9,1,1,0.0277777777777778,0.222222222222222,0.222222222222222,8,0.222222222222222,,1,1,1,1,0,8,0,8,1,1
236_seattle,236,seattle,92,40,37,0.00883898709985667,0.804347826086957,0.869565217391304,58,0.239130434782609,0.0681818181818182,4.68831168831169,4,8,12,0.756391526661797,61,0.755661066471878,62,1.08108108108108,2
245_tampa,245,tampa,11,2,2,0.0363636363636364,0.363636363636364,0.363636363636364,9,0.272727272727273,0,1.33333333333333,1,2,2,0,9,0,9,1,1
247_toronto,247,toronto,265,308,121,0.00345911949685535,0.913207547169811,2.32452830188679,169,0.30188679245283,0.0746887966804979,5.50379746835443,5,9,14,0.730141383785261,175,0.70982173348815,182,2.54545454545455,11
249_vancouver,249,vancouver,57,65,44,0.0275689223057644,1.54385964912281,2.28070175438597,14,0.526315789473684,0,6.73793103448276,7,12,18,0.732696280991735,18,0.726239669421487,20,1.47727272727273,3
252_washington,252,washington,179,497,160,0.0100433117820601,1.7877094972067,5.55307262569832,76,0.536312849162011,0.212121212121212,5.50921052631579,5,9,14,0.67876953125,84,0.66953125,89,3.10625,13
254_wilmington,254,wilmington,1,0,0,,0,0,1,1,,,,,,,,,,,
255_winnipeg,255,winnipeg,92,34,33,0.00788342092689919,0.717391304347826,0.739130434782609,60,0.358695652173913,0.06,4.6780303030303,5,7,10,0.661157024793388,65,0.651515151515152,67,1.03030303030303,2
256_valencia,256,valencia,252,263,111,0.00350977044204136,0.880952380952381,2.08730158730159,144,0.412698412698413,0.0697674418604651,17.4120612397311,17,31,45,0.822822822822823,153,0.788085382679977,162,2.36936936936937,8
257_sevilla,257,sevilla,73,45,35,0.0133181126331811,0.958904109589041,1.23287671232877,38,0.301369863013699,0,4.72294372294372,5,8,11,0.756734693877551,41,0.744081632653061,43,1.28571428571429,5
258_bilbao,258,bilbao,76,21,18,0.00631578947368421,0.473684210526316,0.552631578947369,58,0.131578947368421,0,3.13333333333333,3,5,7,0.686728395061729,59,0.686728395061728,59,1.16666666666667,2
259_rosario,259,rosario,6,1,1,0.0666666666666667,0.333333333333333,0.333333333333333,5,0.333333333333333,,1,1,1,1,0,5,0,5,1,1
261_concepcion,261,concepcion,66,21,14,0.00652680652680653,0.424242424242424,0.636363636363636,53,0.196969696969697,0,2.71794871794872,3,4,5,0.466836734693878,55,0.395408163265306,55,1.5,4
262_genoa,262,genoa,8,5,5,0.178571428571429,1.25,1.25,3,0.75,0,2.33333333333333,2,4,5,0.26,5,0,3,1,1
263_graz,263,graz,77,17,14,0.00478468899521531,0.363636363636364,0.441558441558442,63,0.155844155844156,0,3.15151515151515,3,5.90000000000001,7,0.589285714285714,65,0.573979591836735,64,1.21428571428571,2
264_zaragoza,264,zaragoza,6,1,1,0.0666666666666667,0.333333333333333,0.333333333333333,5,0.333333333333333,,1,1,1,1,0,5,0,5,1,1
265_nantes,265,nantes,284,276,192,0.00477778330761957,1.35211267605634,1.94366197183099,115,0.545774647887324,0.122033898305085,13.433431085044,13,22,36,0.847941080729167,125,0.809638129340277,140,1.4375,4
266_rennes,266,rennes,67,52,46,0.020805065581185,1.37313432835821,1.55223880597015,24,0.492537313432836,0.0508474576271187,6.64393939393939,7,11,15,0.722826086956522,29,0.710538752362949,31,1.1304347826087,2
267_innsbruck,267,innsbruck,107,90,74,0.0130488450008817,1.38317757009346,1.68224299065421,45,0.542056074766355,0.154411764705882,10.5614035087719,9,22,32,0.741051862673484,51,0.731555880204529,54,1.21621621621622,2
268_san-sebastian,268,san-sebastian,37,35,32,0.0480480480480481,1.72972972972973,1.89189189189189,8,0.810810810810811,0.0681818181818182,6.05057471264368,6,11,17,0.615234375,12,0.6298828125,12,1.09375,2
275_angers,275,angers,68,53,34,0.0149253731343284,1,1.55882352941176,38,0.455882352941176,0.12,6.35698924731183,6,12,18,0.644463667820069,44,0.644463667820069,44,1.55882352941176,4
280_clermont-ferrand,280,clermont-ferrand,6,6,3,0.2,1,2,3,0.666666666666667,0,1.66666666666667,1.5,2.9,3,0.166666666666667,4,0,3,2,2
283_besancon,283,besancon,2,2,1,1,1,2,1,1,,1,1,1,1,0,1,0,1,2,2
286_grenoble,286,grenoble,169,93,58,0.00408565793181178,0.686390532544379,1.10059171597633,121,0.242603550295858,0.159574468085106,5.65365853658537,6,9,12,0.751783590963139,126,0.742419738406659,128,1.60344827586207,4
293_brest,293,brest,56,9,7,0.00454545454545455,0.25,0.321428571428571,50,0.107142857142857,0.375,1.93333333333333,2,3,4,0.377551020408163,51,0.244897959183674,50,1.28571428571429,2
294_le-mans,294,le-mans,70,93,51,0.0211180124223602,1.45714285714286,2.65714285714286,23,0.685714285714286,0.0895522388059701,11.2695035460993,10,21,32,0.735870818915802,30,0.728950403690888,31,1.82352941176471,4
300_montpellier,300,montpellier,171,136,79,0.00543515651874785,0.923976608187134,1.5906432748538,105,0.380116959064327,0.110294117647059,8.01346153846154,7,14,23,0.743550713026759,112,0.728088447364205,115,1.72151898734177,4
305_dijon,305,dijon,67,28,22,0.0099502487562189,0.656716417910448,0.835820895522388,48,0.298507462686567,0.0789473684210526,3.85789473684211,4,7,8,0.544421487603306,51,0.548553719008265,51,1.27272727272727,2
307_tours,307,tours,62,27,21,0.0111052353252247,0.67741935483871,0.870967741935484,44,0.306451612903226,0.206896551724138,5.17543859649123,5,10,13,0.590702947845805,47,0.590702947845805,47,1.28571428571429,2
308_orleans,308,orleans,9,16,9,0.25,2,3.55555555555556,1,1,0.214285714285714,2.38888888888889,2,4,5,0.364197530864198,2,0.364197530864198,2,1.77777777777778,4
310_rouen,310,rouen,58,34,24,0.014519056261343,0.827586206896552,1.17241379310345,36,0.362068965517241,0,3.5952380952381,4,6,7,0.586805555555556,39,0.586805555555556,39,1.41666666666667,3
317_mulhouse,317,mulhouse,72,80,33,0.0129107981220657,0.916666666666667,2.22222222222222,43,0.305555555555556,0,5.35497835497836,5,10,14,0.664370982552801,46,0.687786960514233,47,2.42424242424242,6
318_nancy,318,nancy,53,37,26,0.0188679245283019,0.981132075471698,1.39622641509434,28,0.39622641509434,0.107142857142857,7.02857142857143,6,14,18,0.673816568047337,32,0.673816568047337,32,1.42307692307692,2
324_nice,324,nice,34,14,11,0.0196078431372549,0.647058823529412,0.823529411764706,23,0.352941176470588,0,3.60606060606061,3.5,6,8,0.483471074380165,25,0.483471074380165,25,1.27272727272727,2
