"nodeID_from","nodeID_to","mode","line","year"
16,92,"heavy_rail","3652-line-10",2020
62,70,"heavy_rail","3651-line-9",2019
70,79,"heavy_rail","3651-line-9",2019
24,42,"heavy_rail","3649-line-1",2010
18,55,"heavy_rail","3650-line-2",2012
21,55,"heavy_rail","3650-line-2",2013
21,61,"heavy_rail","3650-line-2",2018
