"nodeID","nodeLabel","latitude","longitude","mode","year"
1,"Matiko",43.268986338795,-2.92531635255131,"heavy_rail",2017
2,"Uribarri",43.2669303947388,-2.92031057144416,"heavy_rail",2017
3,"Zazpikaleak/Casco Viejo",43.2599888994328,-2.92191473995862,"heavy_rail",2017
4,"Zurbaranbarri",43.2636685594163,-2.91396963250054,"heavy_rail",2017
5,"Txurdinaga",43.2592497287634,-2.90655053189238,"heavy_rail",2017
6,"Otxarkoaga",43.2587203455458,-2.89906604118843,"heavy_rail",2017
7,"Kukullaga",43.2513808926905,-2.88971382723406,"heavy_rail",2017
8,"Atxuri",43.2541218539944,-2.92167809089298,"tram",2002
9,"Ribera",43.2557452162321,-2.92443143206316,"tram",2002
10,"Arriaga",43.259135474821,-2.92551979634177,"tram",2002
11,"Abando",43.2610680710027,-2.92673025466453,"tram",2002
12,"Pío Baroja",43.2641107862813,-2.92556044223178,"tram",2002
13,"Uribitarte",43.2665211558088,-2.92903517232125,"tram",2002
14,"Guggenheim",43.2683058583414,-2.93573581422873,"tram",2003
15,"Abandoibarra",43.2685894719793,-2.9406859766018,"tram",2003
16,"Euskalduna",43.2662028024322,-2.94416456223451,"tram",2003
17,"Sabino Arana",43.2632172877646,-2.94620460894336,"tram",2003
18,"San Mamés",43.2619079018896,-2.94915666011497,"tram",2003
19,"Basurto",43.25960162249,-2.95136335420898,"tram",2004
20,"Ospitalea/Hospital",43.2595868622838,-2.95135336529032,"tram",2012
21,"Basurto",43.2580259785163,-2.94908189924027,"tram",2012
22,"Autonomía",43.2577446667663,-2.94396049474736,"tram",2012
23,"Gobela",43.3330172094506,-3.00741987004381,"heavy_rail",1996
24,"Gobela",43.3402265904671,-3.00592974669863,"commuter_rail",1893
25,"Neguri",43.340240698743,-3.00588139979763,"heavy_rail",1995
26,"Aiboa",43.34367145792,-3.00269345641385,"heavy_rail",1995
27,"Algorta",43.3506351293828,-3.00948137498801,"commuter_rail",1893
28,"Algorta",43.3506795236771,-3.00945110549242,"heavy_rail",1995
29,"Bidezabal",43.356930378881,-3.01162033748818,"heavy_rail",1995
30,"Ibarbengoa",43.363239964881,-3.0075011479905,"heavy_rail",2021
31,"Berango",43.3666371135137,-3.0001137418831,"commuter_rail",1893
32,"Berango",43.3668050587311,-2.99999644696277,"heavy_rail",1995
33,"Larrabasterra",43.3758419626272,-2.99139634323581,"heavy_rail",1995
34,"Sopelana",43.3801341282918,-2.97926359985061,"commuter_rail",1893
35,"Sopela",43.380099586817,-2.97914903360589,"heavy_rail",1995
36,"Urdúliz",43.378832756783,-2.95865025746753,"commuter_rail",1893
37,"Urduliz",43.3788697601172,-2.95871373909088,"heavy_rail",1995
38,"Urduliz",43.3788697601172,-2.95868830977906,"heavy_rail",1995
39,"Plencia",43.4014702833477,-2.9463854255867,"commuter_rail",1893
40,"Plentzia",43.4014497269918,-2.94644141309584,"heavy_rail",1995
41,"Las Arenas",43.3269395367773,-3.01029859516475,"commuter_rail",1887
42,"Moyua",43.262864576107,-2.93499224282803,"heavy_rail",1995
43,"Indautxu",43.2610141327622,-2.94012262681264,"heavy_rail",1995
44,"Santimami",43.2625131476791,-2.94758966435524,"heavy_rail",1995
45,"Deustu",43.2714534133285,-2.94964822839205,"heavy_rail",1995
46,"Sarriko",43.27505638511,-2.95860769060047,"heavy_rail",1995
47,"San Inazio",43.2817632694709,-2.96274836244538,"heavy_rail",1995
48,"Zazpikaleak",43.2596249275192,-2.92143839306991,"heavy_rail",1995
49,"Abando",43.2612897555296,-2.92733070899968,"heavy_rail",1995
50,"Paseo de los Caños",43.2489059617829,-2.92073074276044,"tram",2023
51,"Abusu",43.244428846515,-2.91757829608747,"tram",2022
52,"Bolueta",43.2472403125248,-2.90555973513725,"tram",2022
53,"Santutxu",43.2556376955468,-2.9135517125174,"heavy_rail",1995
54,"Basarrate",43.2508014541939,-2.91127087157278,"heavy_rail",1995
55,"Bolueta",43.2470526279064,-2.90573354089744,"heavy_rail",1995
56,"Etxebarri",43.2438066850044,-2.89719964884739,"heavy_rail",2005
57,"Basauri",43.2356349382528,-2.89174277161092,"heavy_rail",2011
58,"Ariz",43.2385661150699,-2.88130737100443,"heavy_rail",2011
59,"Gurutzeta",43.28277068976,-2.98203248656648,"heavy_rail",2003
60,"Ansio",43.2881322511152,-2.98784142230917,"heavy_rail",2003
61,"Kabiezes",43.3224450657373,-3.03786504602792,"heavy_rail",2007
62,"Urbinaga",43.3053153345131,-2.99194101382872,"heavy_rail",
63,"Barakaldo",43.2950557777256,-2.98861367670492,"heavy_rail",2003
64,"Bagatza",43.2992233819293,-2.99285335587783,"heavy_rail",2003
65,"Sestao",43.3090737662648,-3.00574488900636,"heavy_rail",2003
66,"Abatxolo",43.3146345621044,-3.01398529866313,"heavy_rail",2005
67,"Portugalete",43.3184037582575,-3.02207215269087,"heavy_rail",2005
68,"Peñota",43.3215886883256,-3.02652787539776,"heavy_rail",2005
69,"Santurtzi",43.3287022752817,-3.03472218728456,"heavy_rail",2007
70,"Mamariga",43.3333835584712,-3.04144400363634,"heavy_rail",2009
71,"Lamiako",43.321486843111,-3.00112788110175,"heavy_rail",1995
72,"Leioa",43.3179369385888,-2.99171462710638,"heavy_rail",1995
73,"Astrabudua",43.3144182444899,-2.98651142936967,"heavy_rail",1995
74,"Erandio",43.303932778049,-2.97441026052803,"heavy_rail",1995
75,"Lutxana",43.2909625292614,-2.96989457974263,"heavy_rail",1995
76,"Areeta",43.3268695210677,-3.01018433432964,"heavy_rail",1995
